paper_ID,tabfig,model_type,year,response,resp_type_generalized,exp_num_var,explanatory,exp_isNA,exp_isTIME,exp_isSCALE,exp_isOTHER,exp_SOYPRED,exp_FUNGUS,exp_plantnutrition,exp_leaf_percK,exp_leaf_perc_N,exp_precipitation,exp_growingdegreedays,exp_functdiversity,exp_aspect,exp_intercept,exp_isSBA,exp_captured_SBA,exp_SBA_abundance,exp_isPRED,exp_isPREDTYPE,exp_pred_migration,exp_pred_withheld,exp_pred_richness,exp_pred_abundance,exp_predtype_lacewings,exp_predtype_spiders,exp_coccinellidae,exp_parasitoids,exp_isFIELD,exp_fieldID,exp_fieldperimeter,exp_fieldarea,exp_fieldwidth,exp_fieldtillage_notill,exp_isBORDERTYPE,exp_border,exp_landscape_complexity,exp_border_buckthorn,exp_isBORDERTYPE_crops,exp_bordertype_alfalfa,exp_bordertype_corn,exp_bordertype_canola,exp_bordertype_cereals,exp_bordertype_soybean,exp_bordertype_richness,exp_bordertype_generalizedcrops,exp_isBORDERTYPE_grass,exp_bordertype_grass,exp_bordertype_prairie,exp_bordertype_pasture,exp_isBORDERTYPE_forest,exp_bordertype_forestdistance,exp_bordertype_forestproportion,exp_bordertype_forestdiversity,value,value_type,value_isBEST,value_best_type,value_best_num_var,p_val,signif,delta_i,w_i,likelihood,value_R2_type,value_R2,confidence_interv,spatial_scale,notes,ParCorrDep
Maison2017,T3,multiple linear regression,2012,cumulative aphid days,SBA regulation,1,s.rich (+),,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,F-value,yes,p-val,2,<0.0001,1,,,,R^2_adj,0.473,NA,NA,NA,
Maison2017,T4,multiple linear regression,2011,cumulative aphid days,SBA regulation,1,buck (+),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,63.42,F-value,no,p-val,2,<0.0001,1,,,,R^2_adj,0.767,NA,local,NA,
Maison2017,T4,multiple linear regression,2011,cumulative aphid days,SBA regulation,2,"perim (+), host (+)",,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8.93,F-value,no,p-val,2,0.002,1,,,,R^2_adj,0.455,NA,local,NA,
Maison2017,T4,multiple linear regression,2011,cumulative aphid days,SBA regulation,2,"soy (+), rich (-)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,12.83,F-value,no,p-val,2,0.0004,1,,,,R^2_adj,55.45,NA,landscape,NA,
Maison2017,T4,multiple linear regression,2012,cumulative aphid days,SBA regulation,4,"buck (+), rich (-), tree (+), p/a (-)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,1,,,,,,1,,,,,,1,,,,5.41,F-value,no,p-val,2,0.0016,1,,,,R^2_adj,0.306,NA,local,NA,
Maison2017,T4,multiple linear regression,2012,cumulative aphid days,SBA regulation,3,"rich (-), tree (+), p/a (-)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,1,,,,,,1,,,,6.1,F-value,no,p-val,2,0.0018,1,,,,R^2_adj,0.277,NA,local,NA,
Maison2017,T4,multiple linear regression,2012,cumulative aphid days,SBA regulation,2,"wood (+), area (-)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,12.76,F-value,no,p-val,2,<0.0001,1,,,,R^2_adj,0.37,NA,landscape,NA,
Gonzal2020,TS3,GLMMs,"2015, 2016",predator richness,SBA predator richness,,null,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.07,NA,intercept,
Gonzal2020,TS3,GLMMs,"2015, 2016",predator abundance,SBA predator abundance,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,5.65,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.11,NA,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",predator abundance,SBA predator abundance,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,5.15,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.09,NA,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",parasitoid richness,SBA predator abundance,,null,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.23,NA,intercept,
Gonzal2020,TS3,GLMMs,"2015, 2016",stink bug parasitoid richness,Soy herbivory,1,forest cover (1.5km),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,2.86,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.33,1.5km,intercept,
Gonzal2020,TS3,GLMMs,"2015, 2016",stink bug parasitoid richness,Soy herbivory,1,forest cover (1.5km),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,2.5,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.96,1.5km,slope,
Gonzal2020,TS3,GLMMs,"2015, 2016",caterpillar parasitoid abundance,Soy herbivory,1,forest cover (0.5 km),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,2.27,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.73,0.5km,intercept,
Gonzal2020,TS3,GLMMs,"2015, 2016",caterpillar parasitoid abundance,Soy herbivory,1,forest cover (0.5 km),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,4.47,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,1.56,0.5km,slope,
Gonzal2020,TS3,GLMMs,"2015, 2016",herbivore richness,Soy herbivory,,null,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.29,NA,intercept,
Gonzal2020,TS3,GLMMs,"2015, 2016",stink bug abundance,Soy herbivory,2,forest cover (1 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,-1.44,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.12,1km,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",stink bug abundance,Soy herbivory,2,forest cover (1 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,-1.25,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.34,1km,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",stink bug abundance,Soy herbivory,2,forest cover (1 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,1.54,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.66,1km,slope,
Gonzal2020,TS3,GLMMs,"2015, 2016",caterpillar abundance,Soy herbivory,,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,0.09,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.3,0.5km,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",caterpillar abundance,Soy herbivory,,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,0.39,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.14,0.5km,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",soybean herbivory,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,0.09,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.01,1.5km,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",soybean herbivory,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,0.19,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.01,1.5km,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",soybean herbivory,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,-0.1,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.04,1.5km,slope,
Gonzal2020,TS3,GLMMs,"2015, 2016",total number of pods per plant,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,3.87,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.1,1.5km,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",total number of pods per plant,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,3.66,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.16,1.5km,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",total number of pods per plant,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,0.75,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.45,1.5km,slope,
Gonzal2020,TS3,GLMMs,"2015, 2016",number of full pods per plant,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,2.49,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.14,1.5km,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",number of full pods per plant,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,2.24,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.21,1.5km,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",number of full pods per plant,Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,1.96,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.59,1.5km,slope,
Gonzal2020,TS3,GLMMs,"2015, 2016",soybean yield (g per plant),Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,17.66,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,0.92,1.5km,10m,
Gonzal2020,TS3,GLMMs,"2015, 2016",soybean yield (g per plant),Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,12.6,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,2.61,1.5km,100m,
Gonzal2020,TS3,GLMMs,"2015, 2016",soybean yield (g per plant),Soy herbivory,2,forest cover (1.5 km) + forest proximity,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,13.39,model coefficient,yes,p-val,2,sig,1,,,,NA,NA,7.74,1.5km,slope,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",predator richness,SBA predator richness,1,forest cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,7.93,model coefficient,yes,p-val,6,0.16,,,,,R^2_full,0.4,NA,1.5 km,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",predator richness,SBA predator richness,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,3.09,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.38,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",parasitoid richness,SBA predator richness,1,predator richness,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.31,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",predator richness,SBA predator richness,1,parasitoid richness,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.31,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",parasitoid richness,SBA predator richness,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,0.72,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.33,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivore richness,Soy herbivory,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,0.41,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.27,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivore richness,Soy herbivory,1,predator richness,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,-0.87,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivore richness,Soy herbivory,1,parasitoid richness,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.28,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,forest cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,-0.12,model coefficient,yes,p-val,6,0.04,1,,,,R^2_full,-0.33,NA,1.5 km,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,-0.1,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,-0.66,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,predator richness,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,model coefficient,yes,p-val,6,0.05,1,,,,R^2_full,0.25,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,parasitoid richness,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,model coefficient,yes,p-val,6,0.04,1,,,,R^2_full,-0.19,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",soybean yield,Soy herbivory,1,predator richness,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,model coefficient,yes,p-val,6,0.0009,1,,,,R^2_full,0.42,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",soybean yield,Soy herbivory,1,parasitoid richness,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,model coefficient,yes,p-val,6,0.03,1,,,,R^2_full,0.23,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",predator abundance,SBA predator abundance,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,115.81,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.58,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",predator abundance,SBA predator abundance,1,caterpillar parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.39,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar parasitoid abundance,Soy herbivory,1,predator abundance,,,,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.39,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",stink bug parasitoid abundance,Soy herbivory,1,caterpillar parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.45,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar parasitoid abundance,Soy herbivory,1,stink bug parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.45,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",stink bug parasitoid abundance,Soy herbivory,1,forest cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,80.93,model coefficient,yes,p-val,6,0.02,1,,,,R^2_full,0.56,NA,1.5 km,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar parasitoid abundance,Soy herbivory,1,forest cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,531.99,model coefficient,yes,p-val,6,0.07,,,,,R^2_full,0.5,NA,1.5 km,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar parasitoid abundance,Soy herbivory,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,-91.36,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,-0.21,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",stink bug abundance,Soy herbivory,1,stink bug parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,model coefficient,yes,p-val,6,0.03,1,,,,R^2_full,-0.22,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar abundance,Soy herbivory,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,-24.25,model coefficient,yes,p-val,6,0.003,1,,,,R^2_full,-0.2,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar abundance,Soy herbivory,1,predator abundance,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,model coefficient,yes,p-val,6,0.07,,,,,R^2_full,-0.16,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",caterpillar abundance,Soy herbivory,1,caterpillar parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,model coefficient,yes,p-val,6,0.07,,,,,R^2_full,0.14,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,forest cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,-0.14,model coefficient,yes,p-val,6,0.005,1,,,,R^2_full,-0.39,NA,1.5 km,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,forest proximity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,-0.08,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,-0.56,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",herbivory,Soy herbivory,1,caterpillar parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,model coefficient,yes,p-val,6,<0.0001,1,,,,R^2_full,0.33,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",soybean yield,Soy herbivory,1,predator abundance,,,,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,model coefficient,yes,p-val,6,0.0005,1,,,,R^2_full,0.27,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",soybean yield,Soy herbivory,1,stink bug parasitoid abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,model coefficient,yes,p-val,6,0.005,1,,,,R^2_full,0.25,NA,NA,path coefficients; from best model,
Gonzal2020,TS6,piecewise SEM models,"2015, 2016",soybean yield,Soy herbivory,1,caterpillar abundance,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,model coefficient,yes,p-val,6,0.0004,1,,,,R^2_full,-0.32,NA,NA,path coefficients; from best model,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,summer precipitation,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,model coefficient,yes,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,averaged coefficient,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,0.064,model coefficient,yes,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,importance from higher averaged AIC scores from the models,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,growing degree days,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,model coefficient,,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,1 is highest importance,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,0.007,model coefficient,,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,-0.005,model coefficient,,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,soy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,-0.01,model coefficient,,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,-0.027,model coefficient,yes,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,,
Whitney2016,F2,SEM models,2003-2011,aphid abundance,SBA abundance,1,winter precipitation,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075,model coefficient,yes,deltai,3,NA,,<2,,,R^2_fixed,,NA,NA,,
I.3.Woltz ,T1,BSI,2008,coccinellid abundance,SBA predator abundance,1,buckwheat treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2.72,F-value,,p-val,1,0.112,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2008,coccinellid abundance,SBA predator abundance,1,diversity,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1.15,F-value,,p-val,1,0.295,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2008,coccinellid abundance,SBA predator abundance,1,treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.18,F-value,,p-val,1,0.153,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,buckwheat treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0.19,F-value,,p-val,1,0.662,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,diversity,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.14,F-value,,p-val,1,0.713,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.31,F-value,,p-val,1,0.58,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,buckwheat treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,10.58,F-value,yes,p-val,1,0.003,1,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,diversity ,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0,F-value,,p-val,1,0.889,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.03,F-value,,p-val,1,0.834,,,,,NA,NA,,2,simpson's diversity (-ln D),
I.3.Woltz ,T1,BSI,2008,coccinellid abundance,SBA predator abundance,1,buckwheat treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0.59,F-value,,p-val,1,0.451,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
