"","ID","paper_ID","tabfig","model_type","year","response","resp_type_generalized","explanatory","value","value_type","value_best_type","p_val","delta_i","w_i","likelihood","value_R2_type","value_R2","exp_num_var","exp_isNA","exp_isTIME","exp_isSCALE","exp_isOTHER","exp_SOYPRED","exp_FUNGUS","exp_plantnutrition","exp_leaf_percK","exp_leaf_perc_N","exp_precipitation","exp_growingdegreedays","exp_functdiversity","exp_aspect","exp_intercept","exp_isSBA","exp_captured_SBA","exp_SBA_abundance","exp_isPRED","exp_isPREDTYPE","exp_pred_migration","exp_pred_withheld","exp_pred_richness","exp_pred_abundance","exp_predtype_lacewings","exp_predtype_spiders","exp_coccinellidae","exp_parasitoids","exp_isFIELD","exp_fieldID","exp_fieldperimeter","exp_fieldarea","exp_fieldwidth","exp_fieldtillage_notill","exp_isBORDERTYPE","exp_border","exp_landscape_complexity","exp_border_buckthorn","exp_isBORDERTYPE_crops","exp_bordertype_alfalfa","exp_bordertype_corn","exp_bordertype_canola","exp_bordertype_cereals","exp_bordertype_soybean","exp_bordertype_richness","exp_bordertype_generalizedcrops","exp_isBORDERTYPE_grass","exp_bordertype_grass","exp_bordertype_prairie","exp_bordertype_pasture","exp_isBORDERTYPE_forest","exp_bordertype_forestdistance","exp_bordertype_forestproportion","exp_bordertype_forestdiversity","value_isBEST","value_best_num_var","signif"
"129","129","Mitch2014","F1.g","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","forest diversity","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"130","130","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","predator richness","-0.362","model coefficient","p-val","0.101","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"131","131","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","predator abundance","-0.293","model coefficient","p-val","0.217","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"132","132","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","spider abundance","0.168","model coefficient","p-val","0.356","NA","NA","NA","R^2_fixed","0.31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"133","133","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"134","134","Mitch2014","F1.f","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","complexity (2000m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.12",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"135","135","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","proportion forest (2000m)","-0.314","model coefficient","p-val","0.163","NA","NA","NA","R^2_fixed","0.12",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"136","136","Mitch2014","F1.f","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","distance from forest","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0
"137","137","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","field width","0.882","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"138","138","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","aspect (SE)","-0.321","model coefficient","p-val","0.113","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"139","139","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","tillage (no till)","-0.421","model coefficient","p-val","0.039","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"140","140","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","forest diversity","0.274","model coefficient","p-val","0.19","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"141","141","Mitch2014","F1.f","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","pest richness","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"142","142","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","soybean herbivore abundance","-0.797","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.12",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"143","143","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.47",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"144","144","Mitch2014","F1.h","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","complexity (500m)","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.47",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"145","145","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","proportion forest (500m)","576.3","model coefficient","p-val","0.013","NA","NA","NA","R^2_fixed","0.47",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1
"146","146","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","distance from forest","1231.5","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1
"147","147","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","field width","366.2","model coefficient","p-val","0.093","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"148","148","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","aspect (SE)","-185.4","model coefficient","p-val","0.438","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"149","149","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","tillage (no till)","-345.5","model coefficient","p-val","0.127","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"150","150","Mitch2014","F1.h","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","forest diversity","NA","model coefficient","p-val","NA","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0
"151","151","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","aphid abundance ","115.3","model coefficient","p-val","0.572","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"152","152","Mitch2014","TA3","linear mixed-effects","2010, 2011","soybean yield","Soy herbivory","soybean herbivory","264.6","model coefficient","p-val","0.165","NA","NA","NA","R^2_fixed","0.47",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"153","153","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"154","154","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","complexity (2000m)","-0.209","model coefficient","p-val","0.374","NA","NA","NA","R^2_fixed","0.7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"155","155","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","proportion forest (2000m)","-0.32","model coefficient","p-val","0.222","NA","NA","NA","R^2_fixed","0.7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0
"156","156","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","distance from forest","-1.566","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1
"157","157","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","field width","-1.152","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"158","158","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","aspect (SE)","0.345","model coefficient","p-val","0.123","NA","NA","NA","R^2_fixed","0.7",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"159","159","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","tillage (no till)","0.275","model coefficient","p-val","0.238","NA","NA","NA","R^2_fixed","0.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"160","160","Mitch2014","TA3","linear mixed-effects","2010, 2011","spider abundance","SBA predator abundance","forest diversity","0.492","model coefficient","p-val","0.023","NA","NA","NA","R^2_fixed","0.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1
"161","161","Mitch2014","TA3","linear mixed-effects","2010, 2011","arthropod richness","Arthropod richness","NA","NA","NA","p-val","NA","NA","NA","NA","R^2_fixed","0.55",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"162","162","Mitch2014","TA3","linear mixed-effects","2010, 2011","arthropod richness","Arthropod richness","distance from forest","-0.303","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1
"163","163","Mitch2014","TA3","linear mixed-effects","2010, 2011","arthropod richness","Arthropod richness","field width","-0.943","model coefficient","p-val","<0.001","NA","NA","NA","R^2_fixed","0.55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"164","164","Mitch2014","TA3","linear mixed-effects","2010, 2011","arthropod richness","Arthropod richness","proportion forest (3000m)","-0.227","model coefficient","p-val","0.144","NA","NA","NA","R^2_fixed","0.55",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"165","165","Mitch2014","TA3","linear mixed-effects","2010, 2011","arthropod richness","Arthropod richness","tillage (no till)","-0.12","model coefficient","p-val","0.437","NA","NA","NA","R^2_fixed","0.55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"166","166","Maison2017","T3","multiple linear regression","2011","cumulative aphid days","SBA regulation","fungus (+), predator (+), f.div(-)","65.89","F-value","p-val","<0.0001","NA","NA","NA","R^2_adj","0.911",3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"167","167","Maison2017","T3","multiple linear regression","2011","cumulative aphid days","SBA regulation","fungus (+), predator (+), f.div(-), par(+)","46.34","F-value","p-val","<0.0001","NA","NA","NA","R^2_adj","0.905",4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"168","168","Maison2017","T3","multiple linear regression","2011","cumulative aphid days","SBA regulation","fungus (+)","33.66","F-value","p-val","<0.0001","NA","NA","NA","R^2_adj","0.632",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"169","169","Maison2017","T3","multiple linear regression","2011","cumulative aphid days","SBA regulation","f.div (-)","11.68","F-value","p-val","0.0031","NA","NA","NA","R^2_adj","0.36",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"170","170","Maison2017","T3","multiple linear regression","2011","cumulative aphid days","SBA regulation","predator (+)","10.68","F-value","p-val","0.0043","NA","NA","NA","R^2_adj","0.338",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"171","171","Maison2017","T3","multiple linear regression","2011","cumulative aphid days","SBA regulation","par (+)","2.77","F-value","p-val","0.11","NA","NA","NA","R^2_adj","0.085",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"172","172","Maison2017","T3","multiple linear regression","2012","cumulative aphid days","SBA regulation","s.rich (+)","36.82","F-value","p-val","<0.0001","NA","NA","NA","R^2_adj","0.473",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"173","173","Maison2017","T4","multiple linear regression","2011","cumulative aphid days","SBA regulation","buck (+)","63.42","F-value","p-val","<0.0001","NA","NA","NA","R^2_adj","0.767",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"174","174","Maison2017","T4","multiple linear regression","2011","cumulative aphid days","SBA regulation","perim (+), host (+)","8.93","F-value","p-val","0.002","NA","NA","NA","R^2_adj","0.455",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"175","175","Maison2017","T4","multiple linear regression","2011","cumulative aphid days","SBA regulation","soy (+), rich (-)","12.83","F-value","p-val","0.0004","NA","NA","NA","R^2_adj","55.45",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"176","176","Maison2017","T4","multiple linear regression","2012","cumulative aphid days","SBA regulation","buck (+), rich (-), tree (+), p/a (-)","5.41","F-value","p-val","0.0016","NA","NA","NA","R^2_adj","0.306",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
"177","177","Maison2017","T4","multiple linear regression","2012","cumulative aphid days","SBA regulation","rich (-), tree (+), p/a (-)","6.1","F-value","p-val","0.0018","NA","NA","NA","R^2_adj","0.277",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
"178","178","Maison2017","T4","multiple linear regression","2012","cumulative aphid days","SBA regulation","wood (+), area (-)","12.76","F-value","p-val","<0.0001","NA","NA","NA","R^2_adj","0.37",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
"179","179","Gonzal2020","TS3","GLMMs","2015, 2016","predator richness","SBA predator richness","null","3.23","model coefficient","p-val","sig","NA","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"180","180","Gonzal2020","TS3","GLMMs","2015, 2016","predator abundance","SBA predator abundance","forest proximity","5.65","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1
"181","181","Gonzal2020","TS3","GLMMs","2015, 2016","predator abundance","SBA predator abundance","forest proximity","5.15","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1
"182","182","Gonzal2020","TS3","GLMMs","2015, 2016","parasitoid richness","SBA predator abundance","null","1.45","model coefficient","p-val","sig","NA","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"183","183","Gonzal2020","TS3","GLMMs","2015, 2016","stink bug parasitoid richness","Soy herbivory","forest cover (1.5km)","2.86","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1
"184","184","Gonzal2020","TS3","GLMMs","2015, 2016","stink bug parasitoid richness","Soy herbivory","forest cover (1.5km)","2.5","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1
"185","185","Gonzal2020","TS3","GLMMs","2015, 2016","caterpillar parasitoid abundance","Soy herbivory","forest cover (0.5 km)","2.27","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1
"186","186","Gonzal2020","TS3","GLMMs","2015, 2016","caterpillar parasitoid abundance","Soy herbivory","forest cover (0.5 km)","4.47","model coefficient","p-val","sig","NA","NA","NA","NA","NA",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1
"187","187","Gonzal2020","TS3","GLMMs","2015, 2016","herbivore richness","Soy herbivory","null","0.71","model coefficient","p-val","sig","NA","NA","NA","NA","NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"188","188","Gonzal2020","TS3","GLMMs","2015, 2016","stink bug abundance","Soy herbivory","forest cover (1 km) + forest proximity","-1.44","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"189","189","Gonzal2020","TS3","GLMMs","2015, 2016","stink bug abundance","Soy herbivory","forest cover (1 km) + forest proximity","-1.25","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"190","190","Gonzal2020","TS3","GLMMs","2015, 2016","stink bug abundance","Soy herbivory","forest cover (1 km) + forest proximity","1.54","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"191","191","Gonzal2020","TS3","GLMMs","2015, 2016","caterpillar abundance","Soy herbivory","forest proximity","0.09","model coefficient","p-val","sig","NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1
"192","192","Gonzal2020","TS3","GLMMs","2015, 2016","caterpillar abundance","Soy herbivory","forest proximity","0.39","model coefficient","p-val","sig","NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1
